ALEXANDER HEIGHTS,WA,-31.8288857636,115.860545529
ALEXANDRA BRIDGE,WA,-34.1596928771,115.190302978
ALEXANDRA HEADLAND,QLD,-26.6695703384,153.102257119
ALEXANDRA HILLS,QLD,-27.5240446692,153.223297835
ALEXANDRA,QLD,-21.1603931888,149.08876649
ALEXANDRA,VIC,-37.1937737456,145.709702872
ALEXANDRIA,NSW,-33.9069367623,151.193530678
ALFORDS POINT,NSW,-33.9863332798,151.025902204
ALFORD,SA,-33.8241443974,137.811275182
ALFRED COVE,WA,-32.0334304248,115.8156226
ALFREDTON,VIC,-37.5567376932,143.796857494
ALFREDTOWN,NSW,-35.1606047162,147.51971779
ALGESTER,QLD,-27.6173498452,153.028559912
ALI CURUNG,NT,-21.003242997,134.404934229
ALICE CREEK,QLD,-26.7623441181,151.618077764
ALICE RIVER,QLD,-19.3367217007,146.598560361
ALICE SPRINGS,NT,-23.698868312,133.882212188
ALICE,NSW,-29.0535094478,152.595963517
ALISON,NSW,-33.0642791271,151.493858861
ALKIMOS,WA,-31.6083818132,115.676370137
ALLAMBEE RESERVE,VIC,-38.3073275124,146.054316369
ALLAMBEE SOUTH,VIC,-38.3541233336,146.105342067
ALLAMBEE,VIC,-38.310861632,146.019136168
ALLAMBIE HEIGHTS,NSW,-33.772677738,151.257524418
ALLANDALE STATION,SA,-27.74064954,135.638968855
ALLANDALE,NSW,-32.726211339,151.410686723
ALLANDALE,QLD,-27.9990265489,152.757278179
ALLANOOKA,WA,-29.0601505482,115.14872747
ALLANS FLAT,VIC,-36.2858251996,146.917612121
ALLANSFORD,VIC,-38.3887089627,142.597152178
ALLANSON,WA,-33.3302686436,116.087374875
ALLAN,QLD,-28.1903039095,151.948947539
ALLAWAH,NSW,-33.9719750159,151.114237251
ALLEENA,NSW,-34.1025705437,147.099922909
ALLENBY GARDENS,SA,-34.9028768601,138.554408496
ALLENDALE EAST,SA,-37.9989413839,140.71205595
ALLENDALE NORTH,SA,-34.2921161816,138.91441323
ALLENDALE,VIC,-37.3712948749,143.926096625
ALLENS RIVULET,TAS,-43.0086949168,147.206227811
ALLENSTOWN,QLD,-23.3881992316,150.504429244
ALLENVIEW,QLD,-27.9139572508,152.922076129
ALLESTREE,VIC,-38.2818257898,141.643295977
ALLGOMERA,NSW,-30.8140297841,152.859459072
ALLIGATOR CREEK,QLD,-19.4664359494,147.022191153
ALLORA,QLD,-28.0347348021,151.979448683
ALLOWAY,QLD,-24.9585935101,152.351014752
ALLWORTH,NSW,-32.5401743582,151.958055585
ALLYNBROOK,NSW,-32.3530900587,151.529934055
ALMA PARK,NSW,-35.5948445812,146.780606088
ALMADEN,QLD,-17.3763046392,144.659496151
ALMA,SA,-34.2499404038,138.612420435
ALMA,VIC,-37.0288076753,143.677283638
ALMA,WA,-28.3142751277,114.639299823
ALMONDS,VIC,-36.2098636503,146.045439118
ALMURTA,VIC,-38.4521839035,145.577229714
ALONNAH,TAS,-43.3172025571,147.243756349
ALOOMBA,QLD,-17.1248113403,145.838860462
ALPANA,SA,-31.0976936775,138.524251135
ALPHA,QLD,-23.6416885109,146.642842997
ALPHINGTON,VIC,-37.7755622724,145.026515109
ALPINE,NSW,-34.400178571,150.526985692
ALPURRURULAM,NT,-20.9842415967,137.847744852
ALSACE,QLD,-23.264961011,149.253826342
ALSTONVALE,NSW,-28.7990216768,153.444927394
ALSTONVILLE,NSW,-28.8437210044,153.445679349
ALTON DOWNS STATION,SA,-26.51297998,139.31476722
ALTON DOWNS,QLD,-23.315834187,150.362543209
ALTONA MEADOWS,VIC,-37.8821503866,144.779767941
ALTONA NORTH,VIC,-37.8373579841,144.851267953
ALTONA,SA,-34.5958198005,138.909689039
ALTONA,VIC,-37.860809317,144.813382632
ALUMY CREEK,NSW,-29.6418654222,152.954006428
ALVA,QLD,-19.4533580177,147.471555134
ALVIE,VIC,-38.2409273833,143.494294638
ALYANGULA,NT,-13.8499833898,136.420190619
AMAMOOR CREEK,QLD,-26.3662986897,152.487751261
AMAMOOR,QLD,-26.3375844496,152.679457552
AMAROO,ACT,-35.1686742769,149.130473835
AMAROO,NSW,-33.1535499433,148.915381416
AMAROO,QLD,-23.50088514,139.46344294
AMATA,SA,-26.1509599494,131.146135834
AMBANIA,WA,-28.697777648,115.134301897
AMBARVALE,NSW,-34.0914945385,150.801851604
AMBERGATE,WA,-33.713969422,115.308339679
AMBERLEY,QLD,-27.6417318049,152.695248202
AMBER,QLD,-17.74566848,144.35305209
AMBLESIDE,TAS,-41.2011701513,146.366473812
AMBROSE,QLD,-23.8041150277,150.886935893
AMBY,QLD,-26.5703177288,148.195388056
AMELUP,WA,-34.2683331082,118.333078868
AMERICAN BEACH,SA,-35.7695845399,137.880052781
AMERICAN RIVER,SA,-35.7804273482,137.772298552
AMHERST,VIC,-37.1530553201,143.655669803
AMIENS,QLD,-28.5880747543,151.816446503
AMITY,QLD,-27.398561221,153.439703574
AMOONGUNA,NT,-23.7652751016,133.93571613
AMOR,VIC,-37.9423021029,146.39850293
AMOSFIELD,NSW,-28.6689207297,152.069053879
AMPHITHEATRE,VIC,-37.18558278,143.396366683
AMPILATWATJA,NT,-21.656967193,135.225230412
AMYTON,SA,-32.6196572672,138.363168305
ANABRANCH NORTH,NSW,-33.3071327655,141.69160219
ANABRANCH SOUTH,NSW,-33.763508749,141.703630016
ANAKIE,VIC,-37.9236495527,144.240432469
ANAMA,SA,-33.6780216916,138.574985887
ANAMBAH,NSW,-32.6907094802,151.500558915
ANANGU PITJANTJATJARA YANKUNYTJATJARA,SA,-27.04028258,133.41225216
ANATYE,NT,-22.7235946453,136.441224865
ANCONA,VIC,-36.9577218493,145.805284584
ANDAMOOKA STATION,SA,-30.4854237313,137.207459149
ANDAMOOKA,SA,-30.4484969018,137.1671414
ANDERGROVE,QLD,-21.0947248122,149.185647556
ANDERLEIGH,QLD,-25.99593341,152.679891341
ANDERSON,VIC,-38.5239183682,145.44769556
ANDOVER,TAS,-42.3372420549,147.526831309
ANDO,NSW,-36.7308629169,149.24655818
ANDREWS FARM,SA,-34.6793588388,138.661744085
ANDREWS,SA,-33.5888109228,138.630543163
ANDROMACHE,QLD,-20.5687060193,148.4392131
ANDURAMBA,QLD,-27.1178657118,152.148284734
ANEMBO,NSW,-35.7436959342,149.414787373
ANGAS PLAINS,SA,-35.3283200318,138.985910182
ANGAS VALLEY,SA,-34.7669721536,139.318845652
ANGASTON,SA,-34.5079374233,139.041248632
ANGEPENA,SA,-30.62110739,138.844349035
ANGLE PARK,SA,-34.8572486497,138.559327617
ANGLE VALE,SA,-34.6411625885,138.644985812
ANGLEDALE,NSW,-36.6327587853,149.853166164
ANGLEDOOL,NSW,-29.1023044998,147.949586872
ANGLERS REACH,NSW,-35.9979756641,148.660895855
ANGLERS REST,VIC,-36.9983554798,147.459037993
ANGLESEA,VIC,-38.4219383617,144.173569578
ANGORIGINA,SA,-31.08577257,138.816656375
ANGOURIE,NSW,-29.4789887075,153.359265648
ANKETELL,WA,-32.2141263821,115.872400688
ANMATJERE,NT,-22.2773290327,133.476557523
ANNA BAY,NSW,-32.774653172,152.073705555
ANNA CREEK,SA,-28.8466721987,136.63866896
ANNADALE,SA,-34.4026729032,139.369146481
ANNANDALE,NSW,-33.8825067091,151.172531865
ANNANDALE,QLD,-19.3131840073,146.793548381
ANNANGROVE,NSW,-33.657778708,150.950342439
ANNERLEY,QLD,-27.5054100903,153.03339575
ANNIEBROOK,WA,-33.6617068255,115.168320865
ANNUELLO,VIC,-34.8765769696,142.883550983
ANSONS BAY,TAS,-41.0404567544,148.26524278
ANSTEAD,QLD,-27.5435538437,152.882349329
ANTECHAMBER BAY,SA,-35.7978447671,138.066438834
ANTHONY,QLD,-27.8867712417,152.684822568
ANTIGUA,QLD,-25.6335005591,152.589918756
ANTILL PONDS,TAS,-42.2162547755,147.412169063
ANTWERP,VIC,-36.2545063168,141.992955511
ANULA,NT,-12.3908780239,130.894559643
APAMURRA,SA,-34.8667386798,139.207160033
APOINGA,SA,-33.9280408937,138.926867191
APOLLO BAY,TAS,-43.1627159944,147.294371156
APOLLO BAY,VIC,-38.7535212788,143.663215164
APPILA,SA,-33.0185040915,138.409716011
APPIN SOUTH,VIC,-35.9201478891,143.87873202
APPIN,NSW,-34.1961478818,150.786609161
APPIN,VIC,-35.8944021521,143.863763778
APPLE TREE CREEK,QLD,-25.224759586,152.233021488
APPLE TREE FLAT,NSW,-32.6797969083,149.697018477
APPLEBY,NSW,-30.960694106,150.828146953
APPLECROSS,WA,-32.012324965,115.846122296
APPLETHORPE,QLD,-28.6002451076,151.943673724
APPLETREE FLAT,NSW,-32.5133936051,150.856059763
APSLAWN,TAS,-41.9723912893,148.155582781
APSLEY,NSW,-32.6080383874,148.944184711
APSLEY,TAS,-42.4005566234,147.162466563
APSLEY,VIC,-36.9652873778,141.056597344
ARABLE,NSW,-36.3768459155,148.996564082
ARAKOON,NSW,-30.8935413373,153.066391386
ARALUEN,NSW,-35.6415963498,149.800376546
ARALUEN,NT,-23.7032662795,133.856944479
ARALUEN,QLD,-26.1612851185,152.655111554
ARAMAC,QLD,-22.9718551156,145.242375742
ARAMARA,QLD,-25.6302862903,152.312831691
ARANA HILLS,QLD,-27.3927572314,152.954805572
ARANBANGA,QLD,-25.8210257214,151.609553286
ARANDA,ACT,-35.2590911641,149.078317039
ARAPILES,VIC,-36.7210969017,141.864489038
ARARAT,VIC,-37.2808396291,142.933698352
ARATULA,NSW,-35.8198004786,145.299010879
ARATULA,QLD,-27.9892254626,152.543966541
ARAWATA,VIC,-38.3953418836,145.876465702
ARBOUIN,QLD,-17.03522398,144.080184127
ARCADIA SOUTH,VIC,-36.5801142821,145.354329991
ARCADIA VALE,NSW,-33.058621821,151.575623427
ARCADIA VALLEY,QLD,-24.9990546715,148.760568754
ARCADIA,NSW,-33.6119497853,151.046004268
ARCADIA,QLD,-19.1489091545,146.865286788
ARCADIA,VIC,-36.5567871046,145.339249668
ARCHDALE JUNCTION,VIC,-36.876527911,143.525459415
ARCHDALE,VIC,-36.8422434971,143.540017129
ARCHER RIVER,QLD,-13.3801720575,142.897425095
ARCHERFIELD,QLD,-27.5656405265,153.019158588
ARCHERTON,VIC,-36.9063183451,146.260008952
ARCHER,NT,-12.5146939163,130.962842734
ARCHIES CREEK,VIC,-38.5480792392,145.565401027
ARCKARINGA,SA,-27.897136315,134.995429145
ARCOONA,SA,-31.1555415896,136.401801832
ARCTURUS,QLD,-23.9929981636,148.356647723
ARDATH,WA,-32.0246973644,118.096654033
ARDEER,VIC,-37.7787861398,144.801147463
ARDGLEN,NSW,-31.7389152081,150.785876397
ARDING,NSW,-30.5652107339,151.526485846
ARDLETHAN,NSW,-34.3635303152,146.897114619
ARDMONA,VIC,-36.3966103453,145.297349793
ARDROSSAN,SA,-34.4262902532,137.916254179
ARDROSS,WA,-32.0262513702,115.835288995
AREEGRA,VIC,-36.2523012147,142.647742211
AREYONGA,NT,-24.073801966,132.268912008
ARGALONG,NSW,-35.3079764826,148.431874185
ARGENTON,NSW,-32.9349904528,151.632393495
ARGENTS HILL,NSW,-30.6100071354,152.777858056
ARGOON,NSW,-34.8975573456,145.673299453
ARGYLE,VIC,-36.9539648921,144.727674337
ARGYLE,WA,-33.5447878455,115.779833363
ARGYLL,QLD,-23.265592205,147.591488532
ARIAH PARK,NSW,-34.284190912,147.211443726
ARKAROOLA VILLAGE,SA,-30.3163601275,139.329057777
ARKAROOLA,SA,-30.33139762,139.37145415
ARKELL,NSW,-33.7453539667,149.386891889
ARKSTONE,NSW,-34.0571730854,149.629149436
ARMADALE,VIC,-37.8586766687,145.018943826
ARMADALE,WA,-32.1519818502,115.999030768
ARMAGH,SA,-33.8348743669,138.584108114
ARMATREE,NSW,-31.4351879986,148.50696893
ARMIDALE,NSW,-30.5001847428,151.651489239
ARMSTRONG BEACH,QLD,-21.4511819013,149.287435984
ARMSTRONG CREEK,QLD,-27.2268103771,152.822791049
ARMSTRONG CREEK,VIC,-38.2351637996,144.364388831
ARMSTRONG,VIC,-37.2097337464,142.885072778
ARNCLIFFE,NSW,-33.9391534762,151.138804875
ARNDELL PARK,NSW,-33.7889089666,150.874678678
ARNO BAY,SA,-33.9078905078,136.571661394
ARNOLD WEST,VIC,-36.6559348052,143.811394736
ARNOLD,NT,-16.4604911772,134.257233038
ARNOLD,VIC,-36.6666140684,143.849297765
AROONA,QLD,-26.780749872,153.119441173
ARRAWARRA HEADLAND,NSW,-30.0649632433,153.200369105
ARRAWARRA,NSW,-30.0462697472,153.190046702
ARRIGA,QLD,-17.0543795508,145.314699842
ARRINO,WA,-29.4504466995,115.614675418
ARROWSMITH EAST,WA,-29.5598000235,115.361091076
ARROWSMITH,WA,-29.5781328195,115.182189606
ARTARMON,NSW,-33.8112824181,151.184534793
ARTHUR RIVER,TAS,-41.0525547905,144.666932172
ARTHUR RIVER,WA,-33.407961205,117.009488418
ARTHURS CREEK,VIC,-37.5693668825,145.194520308
ARTHURS LAKE,TAS,-42.0316458677,146.902697791
ARTHURS SEAT,VIC,-38.3574067344,144.955467253
ARTHURTON,SA,-34.2604345806,137.774821265
ARTHURVILLE,NSW,-32.5742819374,148.72513352
ARUMBERA,NT,-23.7687058977,133.869724142
ARUMPO,NSW,-33.523737838,143.243270913
ARUNDEL,QLD,-27.938886499,153.355144547
ASCOT PARK,SA,-34.9887752467,138.562351501
ASCOT VALE,VIC,-37.7757796029,144.9133875
ASCOT,QLD,-27.4320986324,153.067980969
ASCOT,VIC,-36.6962311042,144.328155205
ASCOT,WA,-31.9423451169,115.923308772
ASHBOURNE,SA,-35.3031326772,138.769527046
ASHBOURNE,VIC,-37.3976244256,144.456645443
ASHBURTON,VIC,-37.8638387285,145.080886093
ASHBURY,NSW,-33.8996503053,151.119148485
ASHBY HEIGHTS,NSW,-29.410509706,153.181948758
ASHBY ISLAND,NSW,-29.4300593892,153.202439737
ASHBY,NSW,-29.4482117554,153.183085428
ASHBY,WA,-31.7307175737,115.802874679
ASHCROFT,NSW,-33.9163736594,150.901294976
ASHENDON,WA,-32.15201215,116.12778686
ASHFIELD,NSW,-33.8885610118,151.125658853
ASHFIELD,QLD,-24.8692970188,152.400560908
ASHFIELD,WA,-31.9178453722,115.938408632
ASHFORD,NSW,-29.3090623166,151.118248537
ASHFORD,SA,-34.9480293234,138.575677503
ASHGROVE,QLD,-27.4447614607,152.990316622
ASHLEY,NSW,-29.3175778285,149.807567765
ASHMONT,NSW,-35.1252943373,147.324277275
ASHMORE,QLD,-27.9859305672,153.374104148
ASHTONFIELD,NSW,-32.7747529003,151.607115807
ASHTON,SA,-34.9391147427,138.735318765
ASHVILLE,SA,-35.5229942996,139.386631241
ASHWELL,QLD,-27.6279914343,152.546506304
ASHWOOD,VIC,-37.867868874,145.100158697
ASPENDALE GARDENS,VIC,-38.0206799463,145.118725608
ASPENDALE,VIC,-38.025146771,145.105829132
ASPLEY,QLD,-27.369366361,153.024234499
ASQUITH,NSW,-33.6929830129,151.10917791
ATHELSTONE,SA,-34.8756124426,138.697904982
ATHERTON,QLD,-17.2577493926,145.488063638
ATHLONE,VIC,-38.233470569,145.789426043
ATHOL PARK,SA,-34.858132002,138.545481936
ATHOLWOOD,NSW,-29.028803907,151.049844621
ATHOL,QLD,-27.6209247386,151.777217735
ATITJERE,NT,-22.9852264292,134.934454814
ATKINSONS DAM,QLD,-27.4237250747,152.45521422
ATTADALE,WA,-32.0239239556,115.79807242
ATTUNGA,NSW,-30.9278540038,150.840411782
ATTWOOD,VIC,-37.6716984706,144.882975808
ATWELL,WA,-32.1491700793,115.866102951
AUBIGNY,QLD,-27.5156503972,151.648931414
AUBIN GROVE,WA,-32.1700263428,115.864031254
AUBREY,VIC,-36.21646557,142.21269307
AUBURN VALE,NSW,-29.816625785,151.059101208
AUBURN,NSW,-33.8463075345,151.034146343
AUBURN,QLD,-25.9884508831,150.541695071
AUBURN,SA,-34.0311034989,138.687095492
AUCHENFLOWER,QLD,-27.473548451,152.994080408
AUCHMORE,VIC,-36.4897377941,144.065850528
AUGATHELLA,QLD,-25.7965092529,146.594669058
AUGUSTA,WA,-34.3146743655,115.154668689
AUGUSTINE HEIGHTS,QLD,-27.6567888319,152.88684329
AULDANA,SA,-34.9186961501,138.687275009
AURUKUN,QLD,-13.3532494741,141.724927939
AUSTINMER,NSW,-34.3069127065,150.931248162
AUSTINS FERRY,TAS,-42.7791863649,147.251836015
AUSTINVILLE,QLD,-28.129507247,153.312870076
AUSTRAL EDEN,NSW,-31.0153827563,152.921109695
AUSTRALIA PLAINS,SA,-34.096806275,139.148139824
AUSTRALIND,WA,-33.2723637926,115.729754934
AUSTRAL,NSW,-33.9264836365,150.817210831
AVALON BEACH,NSW,-33.633321915,151.328344995
AVALON,VIC,-38.0523239954,144.428260204
AVELEY,WA,-31.7841805401,115.994820955
AVENELL HEIGHTS,QLD,-24.887110158,152.369930952
AVENEL,VIC,-36.9063715688,145.235787946
AVENUE RANGE,SA,-36.9289080621,140.18934651
AVISFORD,NSW,-32.7372560478,149.471109841
AVOCA BEACH,NSW,-33.4705845312,151.432803173
AVOCA DELL,SA,-35.0926250974,139.310916827
AVOCA VALE,QLD,-26.7190323588,152.212467353
AVOCA,NSW,-34.5781293591,150.461245942
AVOCA,QLD,-24.8868139678,152.309476397
AVOCA,TAS,-41.7954329087,147.737748364
AVOCA,VIC,-37.0893379674,143.476048373
AVON PLAINS,VIC,-36.5252275466,142.94182476
AVON VALLEY NATIONAL PARK,WA,-31.6250600945,116.200154647
AVONDALE HEIGHTS,VIC,-37.7545219794,144.867936134
AVONDALE,NSW,-34.5198766712,150.757488246
AVONDALE,QLD,-24.7688307018,152.170417428
AVONMORE,VIC,-36.5562054583,144.566050926
AVONSIDE,NSW,-36.3859914122,148.718018851
AVONSLEIGH,VIC,-37.9200077202,145.479031775
AVON,NSW,-34.34391221,150.63118907
AVON,SA,-34.289657522,138.339956656
AWABA,NSW,-33.0109146888,151.544883593
AXE CREEK,VIC,-36.8665177381,144.374108805
AXEDALE,VIC,-36.7809678887,144.494188289
AYERS RANGE SOUTH,SA,-26.2103085625,133.253869942
AYLMERTON,NSW,-34.4197459736,150.494228728
AYRFORD,VIC,-38.4422130946,142.844717312
AYR,QLD,-19.5707098952,147.413009448
BAAN BAA,NSW,-30.5972879715,149.953890401
BAANDEE,WA,-31.5686979236,117.974203628
BABAKIN,WA,-32.1533473419,118.005329611
BABBAGE ISLAND,WA,-24.8753103207,113.632758862
BABINDA,NSW,-31.9494468716,146.526422913
BABINDA,QLD,-17.3402475488,145.922555564
BABYL CREEK,NSW,-28.7159792448,152.802350653
BACCHUS MARSH,VIC,-37.6767210338,144.435561642
BACK CREEK,NSW,-34.9050473786,149.428216149
BACK FOREST,NSW,-34.8405807177,150.675569411
BACK PLAINS,QLD,-27.8864156283,151.754466042
BACK VALLEY,SA,-35.5476138806,138.498252225
BACKMEDE,NSW,-28.758513402,153.024297423
BACKWATER,NSW,-30.0471941759,151.916967889
BACKY POINT,SA,-32.9109005661,137.789050911
BADDAGINNIE,VIC,-36.5969797793,145.871478862
BADEN,TAS,-42.4253626164,147.469470187
BADGEBUP,WA,-33.6224588972,117.913584476
BADGER CREEK,VIC,-37.6839208673,145.539328469
BADGER HEAD,TAS,-41.1173867029,146.703249147
BADGERIN ROCK,WA,-30.7653325303,117.287783818
BADGERYS CREEK,NSW,-33.8867020242,150.735688815
BADGINGARRA,WA,-30.3715932735,115.541596719
BADGIN,WA,-31.796642868,117.004447719
BADJALING,WA,-32.0263731623,117.496414578
BADJA,NSW,-36.089075453,149.52377232
BADU ISLAND,QLD,-10.147497251,142.160657899
BAEL BAEL,VIC,-35.7209663434,143.735057192
BAERAMI CREEK,NSW,-32.5129243948,150.461550408
BAERAMI,NSW,-32.4157322879,150.463033417
BAFFLE CREEK,QLD,-24.4768463295,151.91941843
BAFFLE WEST,QLD,-25.6437174339,148.688588001
BAGDAD,TAS,-42.6011654115,147.242705779
BAGNOO,NSW,-31.4636402504,152.545216033
BAGOT WELL,SA,-34.2734988817,138.98626407
BAGOTVILLE,NSW,-28.9716776944,153.406710053
BAGO,NSW,-31.4806403706,152.668092873
BAGSHOT NORTH,VIC,-36.5889729538,144.415755073
BAGSHOT,VIC,-36.6738134543,144.372495446
BAHGALLAH,VIC,-37.6628600199,141.346308311
BAHRS SCRUB,QLD,-27.7454207952,153.183325609
BAILIESTON,VIC,-36.7491592003,145.093042899
BAILUP,WA,-31.7375396103,116.292887306
BAINES,NT,-15.7626487111,130.038326798
BAIRD BAY,SA,-33.1469612177,134.36313597
BAIRNSDALE,VIC,-37.8269160939,147.609752111
BAJOOL,QLD,-23.6570862109,150.597792897
BAKARA WELL,SA,-34.555450761,139.809756562
BAKARA,SA,-34.681146812,139.834562018
BAKERS BEACH,TAS,-41.1651669316,146.598317103
BAKERS BEND,QLD,-26.8213740776,146.060912155
BAKERS CREEK,NSW,-31.6592449394,152.213261839
BAKERS CREEK,QLD,-21.2129610897,149.144780346
BAKERS HILL,WA,-31.7487751933,116.450180559
BAKERS SWAMP,NSW,-32.7573203609,148.936083986
BAKERY HILL,VIC,-37.5626424314,143.865845573
BAKEWELL,NT,-12.4975676405,130.995483647
BAKING BOARD,QLD,-26.7081117765,150.594786203
BALACLAVA,NSW,-34.4415004583,150.47096288
BALACLAVA,VIC,-37.8705564884,144.997007201
BALAH,SA,-33.73634182,139.76372087
BALAKLAVA,SA,-34.1466335988,138.423076518
BALALA,NSW,-30.6100666231,151.241413699
BALBARRUP,WA,-34.2199974824,116.180747282
BALBERRA,QLD,-21.2870511161,149.153534528
BALCATTA,WA,-31.8710718527,115.818536635
BALCOLYN,NSW,-33.0959315786,151.556583005
BALCOMBA,QLD,-23.3158378881,149.622435904
BALD BLAIR,NSW,-30.1487109316,151.826341074
BALD HILLS,NSW,-36.9060222,149.841761066
BALD HILLS,QLD,-27.3102668765,153.013039624
BALD HILLS,SA,-35.4941022629,138.401692651
BALD HILLS,VIC,-37.4380160799,143.842397312
BALD KNOB,QLD,-26.7900877318,152.898449489
BALD NOB,NSW,-29.6439183311,151.98636822
BALD RIDGE,NSW,-33.9132310591,149.449014204
BALDERSLEIGH,NSW,-30.2503058159,151.423860204
